1.719464379153222353e+02 5.519931788150143070e+00
2.264542607442209601e+02 8.197120582774250153e+00
2.835552403607690621e+02 1.140052644180600794e+01
3.354670436082261631e+02 1.478024473175478626e+01
3.951593859949801981e+02 1.887808976720286580e+01
4.574450760223033967e+02 2.352313137461069203e+01
5.171349754916883512e+02 2.836829906062915896e+01
5.820127917008957183e+02 3.393169190323930451e+01
6.442950463756679937e+02 3.965968808129382239e+01
7.117651414490950401e+02 4.613026931433749667e+01
7.740462510063506443e+02 5.258406603823409142e+01
8.415154299857639444e+02 5.981879902138599903e+01
9.063897345012527467e+02 6.718599483977121167e+01
9.712641153579091906e+02 7.495618582260581775e+01
1.038732378243309540e+03 8.332621121381413332e+01
1.106200412105205942e+03 9.207801359309361544e+01
1.173667758896592659e+03 1.011444204619521088e+02
1.238540841953396466e+03 1.103265888030119157e+02
1.306008417768286563e+03 1.202104742447861554e+02
1.376069570247248521e+03 1.306876169285398248e+02
1.440942567420238447e+03 1.410129443100598223e+02
1.511003347736007981e+03 1.522279955194921683e+02
1.575876049086972671e+03 1.632642681158222047e+02
1.645936667177760683e+03 1.752400417916611843e+02
1.713403555922140185e+03 1.873702655157273114e+02
1.780869757596009549e+03 1.997493456831387846e+02
1.848335959269879368e+03 2.125073608371398564e+02
1.915802389967252111e+03 2.256947782358442680e+02
1.983268362617618095e+03 2.391601961049105114e+02
2.050734793314991293e+03 2.531090373365840378e+02
2.120794877017603994e+03 2.677041218177674864e+02
2.190855037061384792e+03 2.827114269265020994e+02
2.258321009711751230e+03 2.977000004658975172e+02
2.325786524315110455e+03 3.129414243523194727e+02
2.393252267941973514e+03 3.286141640381010802e+02
2.460718240592339498e+03 3.447235502405687839e+02
2.530778018930281178e+03 3.615472896107062297e+02
2.600837797268223312e+03 3.787590918472666317e+02
2.668303311871582537e+03 3.958667949411566269e+02
2.735768368427935002e+03 4.131986447607397963e+02
2.808422639523962516e+03 4.321367390730551961e+02
2.875887696080315436e+03 4.502155591777053019e+02
2.943352981660171281e+03 4.687330759302197407e+02
3.020159861114856994e+03 4.903441949847961610e+02
3.060118496393104579e+03 5.011779325871098649e+02
3.122394357495074019e+03 5.192443815985309357e+02
3.192453372421337917e+03 5.394563399984781427e+02
3.259918658001193307e+03 5.596681485937995149e+02
3.327383256510539923e+03 5.799817416660090430e+02
3.400036611512553918e+03 6.019300891108234737e+02
3.467501210021899624e+03 6.229726105949716839e+02
3.537560263118748026e+03 6.450618251044776343e+02
3.607619163533260235e+03 6.674640658098527410e+02
3.675083991066108410e+03 6.896863768417250640e+02
3.747736888021115647e+03 7.133573912636143177e+02
3.815201181165790786e+03 7.360760607805566451e+02
3.885259928897967711e+03 7.598926221834786929e+02
3.955318523947808444e+03 7.840111843954716733e+02
4.022782435386644011e+03 8.076218440258004421e+02
4.092841144948236888e+03 8.325192722230189020e+02
4.162899243780486358e+03 8.574951409353965346e+02
4.232957724318575856e+03 8.830178357574994834e+02
4.303016052174329161e+03 9.088321211546560789e+02
4.373074303688915279e+03 9.349727020787504443e+02
4.443132173497662734e+03 9.612816924046069289e+02
4.515784612405663211e+03 9.888558573344546403e+02
4.583248294820995397e+03 1.015172805467900957e+03
4.653306126459157895e+03 1.042536374097067892e+03
4.723363729073817922e+03 1.070132226786320871e+03
4.796015938958315019e+03 1.099057504998796958e+03
4.863479163326640446e+03 1.126511048638838702e+03
4.936130915164130784e+03 1.155908455898347711e+03
5.003594597579463880e+03 1.184309271025455246e+03
5.076245891369946548e+03 1.214164046599764106e+03
5.146303264961103196e+03 1.243750806868939890e+03
5.216360867575763223e+03 1.273824277103045461e+03
5.289011703319240041e+03 1.304476353129621430e+03
5.356474927687565469e+03 1.334324806408764744e+03
5.429125763431041378e+03 1.365675419759900478e+03
5.501776599174519106e+03 1.397380725980736315e+03
5.569239594519341154e+03 1.428102916324903390e+03
5.641890201239314592e+03 1.460356244490968720e+03
5.714541266006294791e+03 1.493261469586112980e+03
5.782003803304110988e+03 1.524692121185233191e+03
5.854654410024083518e+03 1.557987336060414009e+03
5.929899423618328910e+03 1.592665841589688853e+03
