1.650750415876233319e+02 3.123287278401347233e+00
2.172494847715271362e+02 3.670299103611807112e+00
2.824751998415528078e+02 4.305656968534976592e+00
3.685810144960731805e+02 5.147991083673478130e+00
4.129395328702704546e+02 5.542609320399003892e+00
5.982104983708489954e+02 7.281729646555268332e+00
1.000080643054165307e+03 1.116525377509875661e+01
1.999551302046623277e+03 2.061799577691434493e+01
2.999028412483414741e+03 3.058987098071736455e+01
4.001115132152997376e+03 4.036813181152436414e+01
5.000595468311957120e+03 5.174948771846445084e+01
5.960934891701214838e+03 6.538417097840284953e+01
