0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+02 5.600524125215247118e-01
1.850000000000000000e+02 6.337672704609708108e-01
3.250000000000000000e+02 6.526623332944961886e-01
4.500000000000000000e+02 6.468477767515832255e-01
6.000000000000000000e+02 6.294358744930810268e-01
8.000000000000000000e+02 5.946836570535563027e-01
1.050000000000000000e+03 5.875566963191194425e-01
1.500000000000000000e+03 5.473461488564207444e-01
2.400000000000000000e+03 5.013621363534416231e-01
4.500000000000000000e+03 5.077521109480394035e-01
